date,age_ig,ami_ig,ami_v_ig,ar_sprd_ig,b_amd_ig,b_amd_m_ig,b_coskew_ig,b_cpi_vol6_ig,b_cptlt_ig,b_credit_ig,b_crf_ig,b_dcpi_ig,b_dcredit_ig,b_defb_ig,b_drf_ig,b_dunc3_ig,b_dunc6_ig,b_dunc_ig,b_duncf_ig,b_duncr_ig,b_dvix_dn_ig,b_dvix_ig,b_dvix_up_ig,b_dvix_va_ig,b_dvix_vp_ig,b_dvixd_ig,b_epu_ig,b_epum_ig,b_eput_ig,b_illiq_ig,b_lrf_ig,b_lvl_ig,b_mktb_dn_ig,b_mktb_ig,b_mktb_mkt_ig,b_mktb_up_ig,b_mktbx_dcapm_ig,b_mktrf_mkt_ig,b_psb_ig,b_psb_m_ig,b_rsj_ig,b_rvol_ig,b_term_dcapm_ig,b_termb_ig,b_unc_ig,b_vix_ig,b_ysp_ig,bbtm_ig,convx_ig,cs_ig,cs_mu12_1_ig,cs_sprd_ig,db_mkt_ig,dcs6_ig,dkurt_ig,dskew_ig,dvol_idio_ig,dvol_ig,dvol_sys_ig,es_90_ig,idimom12_1_ig,idimom3_1_ig,idimom6_1_ig,ilq_ig,iltr24_3_ig,iltr30_6_ig,iltr48_12_ig,imom12_1_ig,imom1_ig,imom3_1_ig,iskew_ig,ivol_bbw_ig,ivol_mkt_ig,ivol_vp_ig,lix_ig,ltr24_3_ig,ltr30_6_ig,ltr48_12_ig,md_dur_ig,mom12_1_ig,mom12_7_ig,mom3_1_ig,mom6_1_ig,mom9_1_ig,p_fht_ig,p_zro_ig,pi_ig,rkt_ig,roll_ig,rsj_ig,rsk_ig,rvol_ig,spd_abs_ig,spd_rel_ig,str_ig,sysmom12_1_ig,sysmom3_1_ig,sysmom6_1_ig,sze_ig,tmat_ig,val_hz_dts_ig,val_hz_ig,val_ipr_dts_ig,val_ipr_ig,var_90_ig,var_95_ig,vov_ig,ytm_ig
2002-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,0.01176500413,-0.00476772,-0.002441012309,-0.03144286632,,,-0.01430557831,0.01780179242,-0.02199050103,-0.00583252189,-0.03620685166,-0.01390486783,0.01750286907,-0.03383522479,-0.03666525164,0.002496308378,0.01325863847,-0.002677613734,0.007930252167,-0.002697326013,-0.003422145263,-0.01188131678,0.02565440306,,,0.01371197493,0.00183109665,0.0003980661186,0.02238662977,,,0.01153699825,-0.0004908625328,-0.03590994215,-0.03980349809,-0.02020189321,-0.03474248759,0.01909777982,,,,,-0.005297585485,-0.01321210229,0.02327472798,0.03494043715,0.003224435151,-0.04369196816,-0.02189807728,-0.03863587738,-0.03705340579,-0.02081309137,-0.02816339286,0.0225029572,-0.008856952286,0.00313456278,-0.02626507837,-0.03265112539,-0.04026762535,-0.03054554236,0.009907266022,0.01372075004,0.005079295613,-0.009242934195,0.004738600882,0.01608045421,0.007525001508,0.01795209869,0.01858448835,0.02166352286,0.00995125887,,-0.03242835691,,-0.009962022432,0.02354734083,0.03424449645,0.02886523178,-0.01932212321,0.02415066896,0.02014427058,0.03327639236,0.02595632629,0.02152117738,-0.005136854803,0.01067492391,0.008524924163,-0.002895813978,-0.009242934195,0.0115855158,0.003131019565,-0.03858195315,-0.008674695889,-0.01583180085,0.006901200703,0.02515197648,0.032030492,0.02975029404,0.01013597673,-0.02387282887,-0.01495100054,-0.02691787173,-0.01909264738,-0.03246282413,-0.02973993496,-0.02727913432,-0.02148127546,-0.04619228019
2002-10-31,0.004574210941,0.01325391337,0.01403683928,0.01218560677,,,0.02611990064,-0.01780747476,-0.01140310502,-0.01950429451,0.01613177235,-0.001520771939,0.008280916266,0.02417903592,0.02451991295,0.04289058012,0.04032503385,0.03387193797,-0.02214758311,0.02760203381,0.0107552909,0.03307785126,-0.0082720624,,,-0.01451544248,0.05318671206,0.04941354549,0.02420826341,,,-0.007536549372,-0.002977798887,0.02249972316,0.02435934925,0.0264769798,0.02601229846,-0.001204775129,,,,,0.01151295397,0.02755483589,0.02937207019,-0.02451157124,-0.02307632607,0.006343135719,0.02235766452,-0.0006890306166,0.002980676991,0.00805968586,0.02137539522,0.002872510896,0.005897602556,0.01090779951,0.008010413683,0.01015174254,0.01376445801,0.02231335572,-0.01672859184,0.03091563301,-0.002548789342,0.002533351878,-0.01958889397,-0.01164831356,-0.02690088989,-0.02763607428,0.04325555674,-0.007199182102,-0.001470365541,,0.02372674063,,-0.006282045962,-0.01990244207,-0.008449504749,-0.006476629502,0.01901432469,-0.01199118343,0.008901689091,0.01851404781,-0.0144214685,-0.01958785537,-0.004396273002,-0.006634997648,0.005752244525,0.007291997575,0.002533351878,0.01395633768,0.01256756169,0.01925393247,-0.01098303582,-0.01208718059,0.01041623439,-0.007719808405,-0.01804465768,-0.01582248067,0.01573482001,0.02228255808,-0.009495858459,-0.00346770632,-0.01020976159,-0.008597489086,0.01461509168,0.01789768524,-0.005771829559,0.01210485948
2002-11-30,-0.006730930513,0.0105844414,0.005216519467,0.05932078175,,,0.01519152752,0.0185720105,0.03046488468,-0.03111821749,0.049383773,0.01799352363,-0.02848294572,0.0520826275,0.03981749516,-0.002776142831,-0.0002709281835,0.004125840124,0.02659755338,-0.001205663798,0.01666064342,0.01889087151,-0.04133409314,,,-0.02854179862,-0.01477837902,-0.009238834797,-0.02536414589,,,0.01958165756,0.01725381707,0.05289529678,0.05838151841,0.02854360368,0.05901970666,-0.02791723037,,,,,0.006084607701,0.02341501915,0.02402151947,-0.04461955722,-0.01793906395,0.08798503102,0.02695696619,0.07733195413,0.06277733661,0.04314628171,0.04605199804,-0.05435033624,0.01700006431,0.002380318631,0.0442713253,0.04949284031,0.05824925178,0.0705740173,-0.007728065071,-0.004925806555,-0.01937219161,0.01258873688,-0.0178205237,-0.02596524633,-0.002387449318,-0.03688884699,-0.03236910321,-0.01382674235,-0.03279365059,,0.05871217346,,0.03208166086,-0.05154860983,-0.04222189119,-0.04931323148,0.02194511524,-0.05392521788,-0.0004173116532,-0.03688762557,-0.05970104748,-0.05618673893,0.007201190988,-0.007769496436,-0.007856271938,0.01406126735,0.01258873688,0.004713241229,-0.004302698954,0.06067582037,0.03151600793,0.03905647904,-0.03281332976,-0.0695934987,-0.07445263831,-0.06478120832,-0.02713930454,0.02841980533,0.0330327024,0.05613174869,0.03748366745,0.05949432854,0.06860363866,0.0676461465,0.04148644297,0.0924055015
2002-12-31,-0.005452457477,-0.01105085356,-0.01126083555,-0.002945154285,,,0.00172961084,0.002481582408,-0.005693855287,-0.01634823538,-0.01243764915,0.004084664066,0.004045058498,-0.01036611983,-0.01116207227,0.007076551115,0.007457846834,-0.0005250060841,-0.008887992742,0.0002321527409,0.0002953733484,0.005241660997,-0.000762927614,,,-0.006179468365,-0.004299410831,-0.004831756467,-0.008323244915,,,0.006936953345,0.003241609509,-0.01121731375,-0.01208008767,-0.00882186155,-0.01093102484,0.009310792372,,,,,0.005204401383,-0.001970912602,0.004596287824,0.006814039813,-0.01381487628,-0.003621427161,-0.01053228573,0.002890045306,0.00302505846,0.001436045318,0.005145617874,-0.0008241010854,0.003705878813,0.002729879098,-0.001879097883,-0.00157889681,0.0001602640342,-0.005145760297,0.001862111201,0.003637492332,0.002703217544,-0.007589695373,-0.002009109948,-0.00456714891,0.001284005931,-0.009222891362,0.002385668035,0.001826983209,-0.005633981082,,-0.003703786289,,-0.02122001116,-0.001700189509,-0.008429054578,0.002529883275,-0.01187186523,5.728560404e-05,-0.01238508103,0.003572008062,0.003684971596,0.001580391583,-0.00321634892,-0.006199680318,0.008611319159,0.003145734838,-0.007589695373,-0.001088250133,0.001506612081,0.0001645180976,-0.01070664028,-0.01017163644,0.0008262078632,-0.0004104188636,0.007853154856,0.009319296979,0.01269013382,-0.01029644771,0.008828424421,0.004628771728,0.004281053334,1.30963674e-05,-0.005291246872,-0.005410363069,-0.0117426174,-0.006067688819
2003-01-31,0.008403017579,0.01618720894,0.009552680546,0.003394340058,,,0.0007478127777,0.0119085845,0.003911444582,-0.007807668276,0.01142588564,0.005821278457,0.002840549577,0.006782746987,0.01052154807,0.002151994489,-0.00266260741,0.001824024302,0.007288248861,-0.005673240983,0.003143748846,0.01951659312,0.009973734396,,,0.0008451952999,-0.0007404830026,0.005122618953,-0.01374492675,,,0.002377150982,-0.00638590361,0.01192346134,0.007488310074,0.0004771633017,0.005120456229,0.00361766616,,,,,-0.003511491198,-0.003017522271,0.008358211868,0.002460251013,-0.00218863308,0.008811031973,0.006120763995,0.010237725,0.009274324738,0.002486841311,0.002859071796,-0.002632603282,-0.009919653697,0.002623681505,0.01740316961,0.01801410101,0.009397089856,0.01619181236,0.01142913926,0.004383869912,0.007171125154,0.014868727,-0.003724327919,-0.001163731932,0.004413096056,-0.005038430065,0.006882937758,0.002530921109,-0.0123823159,,0.01445643029,,0.01728213855,-0.002692664975,0.0004830802413,-0.003848316546,0.006220458124,-0.001115553845,-0.006769580887,0.00152759535,-8.124207772e-05,-0.003438658258,0.01278839116,0.006634006396,0.006320566682,-0.007336905956,0.014868727,-0.00312791879,-0.001676673765,0.01377994666,0.008255473233,0.009730112578,-0.01087512187,-0.01422203724,0.007032970531,-0.01247673224,-0.007953998424,0.006518590352,0.006178612425,0.01056086527,0.00402102144,0.007265723309,0.01267952863,0.01473477618,0.0144535565,0.01169978706
2003-02-28,-0.004219185974,-0.006498739955,-0.004736354333,-0.004122902082,,,0.01197264299,-0.00456301024,-0.001672955365,0.002176385062,-0.005314369615,0.006255248128,-0.005945951976,-0.00475389373,-0.005163678688,0.002991520692,0.0006242467751,0.004804511797,-0.002203497655,0.006590358085,0.006811401998,0.0008553810046,0.003271246849,,,0.001447812454,-0.004758035045,0.001682050161,-0.00887351211,,,-0.002258005856,-0.003946275817,-0.006210069341,-0.005830083778,0.003798096815,-0.002320373208,-0.0002056806072,,,,,0.01018943817,0.00909715032,-0.008817492104,0.003454379197,-0.004754674283,-0.004998111404,-0.01020652307,-9.091173397e-05,0.001288222414,-0.002481873859,0.003144045787,0.008980225841,0.001121734285,0.0003989426021,-0.004988330945,-0.00548857186,-0.004626612752,-0.002679050299,0.01251000476,0.008129047855,0.0133330136,-0.004020355915,-0.006002223507,-0.005697970448,-0.001215351325,-0.004941395756,-0.0005220492577,0.003570666356,-0.0006591537571,,-0.003615840938,,-0.01025766651,0.0002311109801,-0.004378158011,-0.003760402887,-0.01056213168,0.009065420054,-0.001749283777,0.009004987385,0.01500922914,0.00967315179,-0.003305039624,0.001356720992,0.004714002875,0.0003305227503,-0.004020355915,0.002023987375,0.001066722168,-0.003992641951,-0.007116040987,-0.00904248616,-0.00474025311,0.001052761336,-0.005848749098,-0.005186451251,0.006890845939,-0.01058398357,-4.166278779e-05,-0.001342657963,-0.001390004469,-0.003950146233,-0.003341135717,-0.003265487389,-0.009066574259,-0.007084485166
2003-03-31,0.003229389338,0.005633740856,0.003348985948,0.006320247903,,,0.005194517124,-0.005609664784,-0.0114100535,-0.002565502986,0.008633028852,-0.003298216437,0.01154898126,0.009254340361,0.01577610226,0.01919542653,0.01597033607,0.0132502362,-0.01816132265,0.007442882519,-0.003964299104,0.01828251235,0.005444762173,,,3.110166435e-05,0.01413397738,0.01135654594,-0.009565822514,,,-0.01766642329,-0.005457731441,0.0124756179,0.006623429719,0.004135006292,0.007493997164,0.01361706618,,,,,-0.003524776153,0.002122964274,-0.003149340908,-0.002202720899,-0.008582479343,0.00443441464,0.01535671932,0.005265750819,0.006791112459,0.0005034523516,0.004898546426,0.01021464907,-0.001557596716,-0.000798654866,0.01236700907,0.01201209595,0.007782347114,0.01533040995,0.01574622477,0.004773877191,0.0211029273,0.01001834544,-0.01121392629,-0.01660063944,-0.008087576927,-0.01590019682,0.01428899996,0.01492267755,-0.001073248774,,0.01550529458,,0.004252281657,0.002151311271,-0.002200022235,-0.003256538895,0.01563918666,0.0001860489766,-0.008517179197,0.01256475169,0.01720054639,0.009384626763,0.008325834877,0.003513282163,0.002674733272,-0.002042454713,0.01001834544,-0.001025450019,0.000910191999,0.01174660358,0.004607169433,0.004946344257,0.00291123066,-0.004496497511,0.01456439545,0.007370471634,-0.001099295049,0.0152784807,-0.002226230058,-0.0003621930844,-0.007232453603,-0.003060011589,0.01403742105,0.01393886628,0.003203913042,0.0148082651
2003-04-30,-0.005479662801,-0.006610099428,-0.005247728706,0.02514135834,,,0.01368103071,0.009163380111,0.02449659201,0.001322828806,0.03080338001,-0.0157419574,-0.003306692793,0.03089993914,0.02740280203,-0.0189832625,-0.02289475111,-0.005463929034,0.01604246251,0.01847329609,-0.00398781298,-0.005814364598,-0.01645237653,,,-0.01207130738,-0.0195173462,-0.01846653281,-0.0247448572,,,0.01513360746,-0.007493872543,0.03133056045,0.03002441043,0.02733017651,0.02979708417,-0.01307163439,,,,,-0.007231104673,0.01443575581,-0.001569940052,-0.0179080109,0.008975199895,0.03607035021,0.01806218631,0.03999038673,0.03599006119,0.02019095071,-0.000351937907,-0.02210200161,0.008569110317,0.0001108386901,0.004981587766,0.004403567037,0.003388368354,0.03558578696,0.004556634606,-0.01125094815,-0.007590865542,0.0005878016203,-0.004329817884,-0.01233427459,-0.005876065109,0.003380818311,0.01760147178,0.002721514153,-0.01084724255,,0.03358811049,,-0.008442713237,-0.02456029811,-0.02468452608,-0.02452704793,0.01753705493,-0.02490393625,-0.01895059573,-0.005766628693,0.0003449218553,-0.02104612882,-0.006275841896,-0.009734282354,-0.00049324933,0.005280114581,0.0005878016203,-0.002855575668,-0.005451397063,0.009818983575,0.002316067921,0.003692202461,-0.009360419732,-0.02705447114,0.01577956257,0.01687083242,0.005107285361,0.01872608917,0.01154872993,0.03194556383,0.01609226451,0.02952917842,0.03935901704,0.03432835794,-0.00689993696,0.04441721786
2003-05-31,-5.768721013e-05,-0.003421800319,-0.002506559967,-0.007248766101,,,0.0059498623,-0.01018280563,-0.0006938961908,-0.0008924579943,-0.0140323618,0.004270155811,-0.01122485225,-0.01280637726,-0.01352776,0.003787022502,-0.001214358993,0.004602378391,-0.00779957333,0.01012522386,0.007801768297,0.005932497094,7.790131046e-05,,,-0.002430663378,-0.001356899396,0.0008621672242,-0.003491546661,,,0.005814560956,-0.0002079185555,-0.01361631757,-0.008918228252,-0.005067920163,-0.0113323214,-0.004153347737,,,,,0.01002414726,0.003385977897,-0.007651072001,0.001847653659,-0.007603680791,-0.00198526055,-0.02064321906,-0.0007300015295,0.000989186236,-0.002107985902,-0.001229242969,0.005366534137,0.007691754327,-0.00226262527,-0.007842725266,-0.007746554175,-0.005031625483,-0.009594317437,0.006951278265,-0.001142322924,0.00709640115,-0.006269492523,0.004479382378,0.004188759289,0.003340392017,0.001030643829,-0.003501256936,-0.004721318537,-0.001667835894,,-0.009174127173,,-0.01933712583,-0.0005824619689,-0.0005785414935,0.004773119442,-0.02074743957,0.002971379707,0.003931852797,-0.002495604166,-0.00256252469,0.004521940803,-0.00591214654,-0.006268373373,-0.0004285366456,0.002839808904,-0.006269492523,-0.002729745982,-0.003892744229,-0.008020416612,-0.01053691491,-0.01249470048,-0.001980217288,-0.005538820971,-0.01449000058,-0.01273867567,0.01561342865,-0.02028447857,0.004645871323,-0.005051393031,0.004744593811,-0.0009062129705,-0.01294610996,-0.0100731483,-0.01573921341,-0.01921968695
