date,age_wf_hy,ami_v_wf_hy,ami_wf_hy,ar_sprd_wf_hy,b_amd_m_wf_hy,b_amd_wf_hy,b_coskew_wf_hy,b_cpi_vol6_wf_hy,b_cptlt_wf_hy,b_credit_wf_hy,b_crf_wf_hy,b_dcpi_wf_hy,b_dcredit_wf_hy,b_defb_wf_hy,b_drf_wf_hy,b_dunc3_wf_hy,b_dunc6_wf_hy,b_dunc_wf_hy,b_duncf_wf_hy,b_duncr_wf_hy,b_dvix_dn_wf_hy,b_dvix_up_wf_hy,b_dvix_va_wf_hy,b_dvix_vp_wf_hy,b_dvix_wf_hy,b_dvixd_wf_hy,b_epu_wf_hy,b_epum_wf_hy,b_eput_wf_hy,b_illiq_wf_hy,b_lrf_wf_hy,b_lvl_wf_hy,b_mktb_dn_wf_hy,b_mktb_mkt_wf_hy,b_mktb_up_wf_hy,b_mktb_wf_hy,b_mktbx_dcapm_wf_hy,b_mktrf_mkt_wf_hy,b_psb_m_wf_hy,b_psb_wf_hy,b_rsj_wf_hy,b_rvol_wf_hy,b_term_dcapm_wf_hy,b_termb_wf_hy,b_unc_wf_hy,b_vix_wf_hy,b_ysp_wf_hy,bbtm_wf_hy,convx_wf_hy,cs_mu12_1_wf_hy,cs_sprd_wf_hy,cs_wf_hy,db_mkt_wf_hy,dcs6_wf_hy,dkurt_wf_hy,dskew_wf_hy,dvol_idio_wf_hy,dvol_sys_wf_hy,dvol_wf_hy,es_90_wf_hy,idimom12_1_wf_hy,idimom3_1_wf_hy,idimom6_1_wf_hy,ilq_wf_hy,iltr24_3_wf_hy,iltr30_6_wf_hy,iltr48_12_wf_hy,imom12_1_wf_hy,imom1_wf_hy,imom3_1_wf_hy,iskew_wf_hy,ivol_bbw_wf_hy,ivol_mkt_wf_hy,ivol_vp_wf_hy,lix_wf_hy,ltr24_3_wf_hy,ltr30_6_wf_hy,ltr48_12_wf_hy,md_dur_wf_hy,mom12_1_wf_hy,mom12_7_wf_hy,mom3_1_wf_hy,mom6_1_wf_hy,mom9_1_wf_hy,p_fht_wf_hy,p_zro_wf_hy,pi_wf_hy,rkt_wf_hy,roll_wf_hy,rsj_wf_hy,rsk_wf_hy,rvol_wf_hy,spd_abs_wf_hy,spd_rel_wf_hy,str_wf_hy,sysmom12_1_wf_hy,sysmom3_1_wf_hy,sysmom6_1_wf_hy,sze_wf_hy,tmat_wf_hy,val_hz_dts_wf_hy,val_hz_wf_hy,val_ipr_dts_wf_hy,val_ipr_wf_hy,var_90_wf_hy,var_95_wf_hy,vov_wf_hy,ytm_wf_hy
2002-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,0.01231341625,-0.000173374503,-0.002132663782,-0.005517809806,,,-0.02556076239,0.01347395057,-0.01344537867,-0.009988264175,-0.02872151089,-0.01238468792,0.02623477366,-0.03056798857,-0.0290419217,-0.009573808776,0.003151792857,-0.00635065126,0.01525224767,-0.01653289871,-0.007364689963,0.02336014346,,,-0.02195465241,0.002833508956,-0.007264539248,-0.009289860081,0.02639662175,,,0.01716318877,-0.0005152187898,-0.02713724,-0.03153027828,-0.03146319278,-0.03135066806,0.01475311501,,,,,-0.02008316902,-0.02458327538,0.02643650896,0.01597415014,0.004958809291,-0.02242496238,-0.02519761167,0.002456814461,-0.009856289237,0.007068919614,-0.01573744989,-0.004269342653,0.00288169037,-0.002500975584,0.0009632412418,-0.009360102417,0.001349934239,-0.01964953537,0.0172273645,-0.006652425953,0.007319206478,0.009393836157,-0.003868371864,-0.02532775729,-0.009599205059,0.03055027126,-0.001424009788,0.005042752394,-0.00507395966,,-0.01807855937,,-0.004189530895,0.0106433365,0.01083681888,0.004340549637,-0.02570946875,0.0212845616,0.02668640357,0.01684036376,0.01690136728,0.01823159238,0.01011542477,0.01581720255,-0.001896671502,0.007953489077,0.01226401942,-0.007128522361,-0.01218970281,-0.003290898489,0.00624279032,-0.003951043247,-0.01472123844,0.01945457267,0.02439104076,0.02579749116,-0.01151121757,-0.02670830237,0.02233232007,0.01671179465,0.02596503423,0.02521275973,-0.007444334745,-0.01984665417,0.006998026176,0.003052781291
2002-10-31,-0.01669302602,-0.008424557578,-0.004852212228,-0.0008762730541,,,0.01082119283,-0.003723930106,0.02386745259,-0.01177906569,0.02424782827,0.01038307888,-0.008417135767,0.0189463121,0.01907061584,0.009849208538,0.01294404745,0.01631212744,0.008032501102,0.005226547087,0.003856762581,-0.02667179123,,,0.008366408122,0.002757809109,-0.01335815095,-0.004976303194,-0.01104214167,,,0.01607453847,1.703297141e-05,0.01395901744,0.01938744005,0.01797399594,0.02053793663,0.003799424552,,,,,0.00617107021,0.006686762957,0.007194871596,0.004825698783,-0.01171647033,0.01598344183,0.006373986025,0.005178176938,0.008210840094,0.002308333098,-0.002084046321,-0.01433978173,-0.000843289428,0.006746214338,-0.005437569489,0.001389065963,-0.002033896936,0.01623880617,0.002942459414,0.009167430226,0.01525017486,-0.002806768183,-0.01604368673,-0.003482160362,-0.009120933089,-0.03122207296,-0.01442887766,-0.02286498378,-0.00925767442,,0.009700678556,,-0.005347257053,-0.002531883139,-0.007261518986,0.003781802103,0.005968697981,-0.006085874959,0.009215080878,-0.0002828086586,-0.008006355215,-0.007767906735,-0.01155569917,-0.007876046485,0.002013657913,0.002006406343,-0.006657491432,-0.0006520638625,-0.0008750876709,-0.004575286083,-0.009253356894,-0.005854926392,-0.01613936513,-0.01192878886,-0.01926964967,-0.02137713885,0.008945013116,0.01285991375,-0.01085099722,0.0009883720074,-0.01381070381,-0.01326972439,0.01583337643,0.01196248146,-0.007821705843,0.00472177084
2002-11-30,-0.005381476164,0.005894946617,0.008811582084,0.02245949611,,,-0.0002101242235,0.01049649651,0.01732134523,-0.0341689791,0.02970146751,0.007753169766,-0.004054507822,0.02812929859,0.02348631715,0.01264217121,0.02624985528,0.009175568618,0.0174549471,0.01120602801,0.01483912992,-0.02589965155,,,0.00528593535,-0.00791253725,0.01032040506,0.01199237314,-0.002513377798,,,0.0212443759,0.01099064635,0.03498500076,0.008546708721,0.03399048766,0.02790080466,-0.02201260503,,,,,0.003913762142,0.0133034967,0.01559843777,-0.0187606359,-0.01341564004,0.03043249365,0.02973723847,-0.009447309098,0.01659184525,0.002079865112,0.01200090679,-0.01316553812,0.000986940084,0.0006794971929,0.01018593776,0.02035097953,0.01288318178,0.03853874745,-0.002644617091,0.003545969835,-0.01243318828,0.009478820192,-0.02200151422,-0.02544572613,-0.01426003926,-0.03054966665,0.03073636206,0.03862635982,-0.009478703253,,0.0316841573,,0.001516449491,-0.02980590172,-0.02363196565,-0.008726642415,0.0254291824,-0.02168233462,0.0100704046,-0.01260836944,-0.03035329892,-0.03356743609,0.02349814362,0.02174726194,0.004363252202,0.003838415104,0.01509833724,-0.01069613485,-0.005176808369,0.01199023766,0.001764235337,0.0112833061,0.007891174058,-0.03121418975,-0.02953383494,-0.037311901,-0.01142102527,0.031553686,-0.01466968704,-0.002902543202,-0.02496878533,-0.01794815082,0.038424021,0.03574907161,0.01948543743,0.01440161205
2002-12-31,-0.0009283635591,-0.002080321564,-0.0006717688205,0.01036358905,,,-0.003029634472,0.01781406897,-0.004286136357,-0.01106381698,-0.01568089243,0.007850740854,0.007851648168,-0.01873762403,-0.01920929384,-0.007756074402,-0.00654895831,-0.02231440168,-0.01080896136,-0.01367279498,0.00958579126,-0.009812536837,,,0.0007989437019,-0.01557964917,0.001215155597,0.004400162973,-0.007429954126,,,0.01653023092,-0.004866497019,-0.007399470481,-0.01480074316,-0.0175319426,-0.00936950913,-0.01643200096,,,,,0.01293186133,0.003642856247,0.01910607878,-0.0257254907,-0.01455049325,0.003926913612,-0.008524077791,0.01901268288,0.001648269844,0.0148652493,-0.01217963194,0.01179927744,-0.001480514666,0.00918904993,0.00885837377,-0.0006215105405,0.007025545492,0.00535395463,0.009150877538,0.01763401824,-0.0001648099464,0.003613459461,0.03410912686,0.03410912686,0.07076334192,0.03404383921,0.005426169833,0.05299628482,-0.002587219223,,0.01233096718,,-0.001578307269,-0.01687916063,0.004350529746,0.002601804479,-0.01159521083,-0.009677833333,-0.005481606512,0.002569634754,-0.009627434389,-0.001873651486,0.01246136216,0.003685140532,-0.00752869408,-0.002082769288,0.00304811423,0.005285706537,0.01126013122,0.01231354752,0.01252021066,0.00606354452,0.002358391264,0.004225993847,0.005513391874,0.004225388119,-0.003587678482,-0.002189314616,0.02231776274,0.02303784764,-0.001132648203,-0.0003624228494,-0.001618799169,0.009588616747,0.002800789971,0.004973897458
2003-01-31,0.005174045727,0.007884646959,0.005645398769,0.004177290936,,,-0.01623413215,0.02459204128,0.008446380567,-0.02158143368,0.01681980088,-0.006113537214,0.01979087152,0.0002753746712,0.00399084202,-0.00540075257,0.007996329004,-0.004667844674,0.02148126158,-0.01205280839,0.0003769756307,0.006798445765,,,0.01578765614,-0.001291396971,-0.008054276587,-0.002108939022,-0.01717719212,,,0.01988833329,0.001357721344,0.0009417045592,-0.001202565675,0.01034533261,0.00139190417,0.01703918698,,,,,-0.01965980132,-0.01092208142,0.02452173647,-0.008731062044,-0.005286107537,0.02195325218,0.0154189217,0.0009068763964,0.005610780439,0.01017957958,0.006297461196,-0.02392889785,-0.01330877475,-0.004207947548,0.01008225206,0.01106362537,0.01058411046,0.01363099275,-0.001506464642,0.005789073309,-0.01086001156,0.00988525617,-0.01746789771,-0.01746789771,-0.005803985238,-0.03861235912,-0.0132850687,-0.0132850687,-0.007876542371,,0.004645693592,,0.01088428971,-0.01804834623,-0.01034872146,0.009728584151,0.01728341679,-0.01533338494,-0.01063120853,0.00449219234,-0.007208068886,-0.01470291884,0.006117611532,9.10392508e-05,0.006241058618,-0.02048975138,0.009981699218,0.004606096791,-0.0007605940347,0.01127054946,-0.001662711133,0.0005770727669,0.001986554233,-0.02597402394,0.008911086424,-0.02480069121,-0.001619514174,0.012820965,-0.001303334826,0.002728298241,-0.0004285575275,-0.0002931491999,0.009394597389,0.01099495444,0.00549097509,0.01479435926
2003-02-28,0.00606827774,-0.0003603072911,-0.0002677928744,-0.003253567413,,,0.006731471139,0.007539801293,0.003696575633,-0.001772577444,-0.009618555001,0.0005687508829,-0.002384624331,-0.01122913894,-0.008673447477,-0.009482720299,-0.01065552576,-0.01247574151,0.00339281316,0.001144719119,-0.001256401404,0.008249775447,,,-0.001606507005,0.002259591141,-0.008268468074,-0.001107719257,-0.005381035348,,,0.00966714802,-0.01290082609,-0.01143967329,-0.0008561688658,-0.008115659972,-0.01077330044,0.001351608695,,,,,0.005863714529,0.001292622171,-0.004477182806,0.009057205577,-0.005007990678,-0.007909602176,-0.0130521183,0.002122560835,-0.004747377959,0.004912560639,-0.001484371171,0.002798191725,0.003093076344,5.554767971e-05,-0.003058514135,-0.008330844017,-0.004189270755,-0.008230868281,0.01278798108,0.01119561971,0.007077928163,-0.004033225597,-0.008904571313,0.0188226463,0.0206896672,-0.01680035078,0.008395752171,-0.022668586,-0.001382749596,,-0.01130480274,,-0.00211443524,0.003810871794,0.0003373437828,-0.004314219505,-0.01302550108,0.01249964546,0.004161427544,-0.004639684132,0.003681444464,0.01565122049,-0.001536985456,-0.003673084637,0.00317852272,0.005612444424,-0.005919726154,0.001357465226,0.002676442509,-0.005990665209,-0.003710081177,-0.007424180536,-0.003132331846,0.001892710525,-0.01212373239,-0.01065204329,0.004238104115,-0.0112984383,0.01360406181,0.01133549221,0.01400373804,0.01228298994,-0.009796475663,-0.003506893303,-0.002042267005,-0.003251224527
2003-03-31,-0.009616101174,-0.003092879652,-0.0002746299819,0.005232356714,,,0.001208221028,0.003021342956,-0.0004019900138,-0.004912759947,0.01411434826,-0.01202262176,-0.002036337944,0.01423781728,0.01305609447,-0.0004327698619,-0.002030395766,0.005792141001,-0.002819170754,0.003943972456,0.008092631553,0.004906985345,,,0.006526440963,-0.0008703100506,-0.001506193953,-0.0005614706938,-0.005866517844,,,-0.001035948891,0.006758102416,0.006530205985,0.01026755417,0.01187859053,0.009722164954,-0.002533911962,,,,,0.001833952395,0.006324158056,0.006143486551,-0.00672391389,-0.001915758281,0.01257277687,0.004398417355,0.008104272121,0.003147562789,0.006976911314,0.005390880243,-0.005831516453,0.006419853042,6.52755256e-05,0.005483540099,0.005852513149,0.007453966998,0.01048073827,0.001819309503,-0.002323476472,-0.003607699419,-0.0002661595501,-0.01715669949,-0.015421095,-0.0132766048,-0.008732625678,0.005672230295,0.005582425893,0.001515486482,,0.01281630236,,-0.005814917655,-0.01006675196,-0.005968962196,-0.008450265817,0.004601993469,-0.003830766982,-0.007030764442,0.007871952816,-0.001515592607,-0.004671654503,0.0002096825477,0.0001208499988,0.002519821582,0.003751535947,0.0007533236919,-0.005654971225,-0.001057837276,0.004912241832,-0.0008528172779,0.0023705401,-0.0006081752369,-0.01366468429,0.007334864644,0.0007714760229,0.001365734991,0.006820506835,-0.004503004554,-0.002410307977,0.0009146650075,0.001895382547,0.01565130717,0.011080597,0.0009247502142,0.01788838969
2003-04-30,-0.01628170186,0.001979621808,0.002239238681,0.008093860258,,,0.0009450823912,0.004521946823,0.01269774857,-0.01340402564,0.02269713949,-0.005985877842,-0.003442024785,0.02212815795,0.02187853629,0.008297768417,0.004063280663,0.002555344364,0.001276510712,0.003259996694,0.006000339923,-0.01121225204,,,-0.002325717804,-0.006834323553,0.003298374175,0.002893619475,-0.003358074034,,,-0.01295786803,-0.006344349502,0.02304857331,0.0171896233,0.02261703383,0.02104522225,-0.001822414982,,,,,0.00196793956,0.01676373296,0.01477165684,-0.009892196004,0.003040522554,0.03375668783,0.01703741171,0.002252321593,0.00341330571,0.005496112122,-0.007310868465,-0.005289516831,0.00672401699,0.002675141028,0.01705625098,0.01368911462,0.01719786941,0.02521623331,-0.008651624947,-0.0007683689913,-0.00476259558,0.007103481598,-0.01144295199,-0.01634365348,0.007115335416,-0.01907383156,0.01679318469,0.008197488393,-0.00373110173,,0.02787009986,,-0.006114268317,-0.01959683288,-0.01913376022,-0.01443693169,0.01825602224,-0.01514874644,-0.01131464131,0.007738237487,-0.003033261939,-0.008723887453,0.01325860278,0.01169198453,-0.006754478853,-0.002808741276,0.006371919256,0.001058358893,0.004405610756,0.01250011947,-0.002068681449,0.0008062157741,0.02175091984,-0.01461832279,0.01258031212,0.008480219407,0.00130339444,0.01638646795,-0.01065288196,-0.005622078832,-0.0124414226,-0.009270240298,0.02858032996,0.02006439297,0.002977149628,0.02096327356
2003-05-31,0.008835220185,0.006785247558,0.006878040198,0.000211133473,,,0.0007017679825,-0.00443824822,-0.003633497069,0.0006870291434,-0.01015023665,0.00812296409,-0.00731606898,-0.008610402619,-0.0105654426,0.005495835782,-0.0007829761758,0.0004989663895,-0.01235847494,0.001545983859,0.001436866879,-0.005357933892,,,0.002131174701,-0.003114060304,-0.005723181985,-0.002875778801,0.00217671408,,,0.009482307197,0.004048505709,-0.002480495953,-0.007233692503,-0.009063183292,-0.009850499714,-0.003556552848,,,,,0.001582238257,-0.003499276974,-0.001813797192,0.003541503604,-0.001225636003,0.002509645874,-0.01691489352,0.01680592106,-0.0008880045405,0.01571054357,-0.004412494383,-0.0009740779991,-0.00893198931,-0.002834786779,0.004724867231,8.095056783e-05,0.002338156464,0.0003995173607,0.005034031913,0.004987734225,0.006961566577,0.004513476475,-0.01023771557,-0.001137923072,-0.002325139337,-0.017459584,0.0218421257,0.00860369255,-0.006651372872,,-0.001275625378,,0.006884821582,0.001227981032,-0.004614246444,0.003478307127,-0.01746337301,0.006532289763,0.001530092572,0.003818844076,-0.003726758581,-0.002102051464,0.002543669696,0.004961189264,-0.001628863067,-0.007436372929,0.0005100650795,-0.003539417185,-0.007954995288,0.0004073629025,-7.623374206e-05,0.0017040548,-0.0107684419,0.004413050805,-0.006810565924,-0.01084694946,-0.0114689702,-0.01409336203,0.01848155396,0.01555337913,0.0169707468,0.01355247535,-0.006376815878,-0.00390648492,0.005334889993,0.005648724333
